id,name,description
1010752,Karolina Dean ,
1010783,Kat Farrell,
1010810,Kate Bishop,
1011250,Katie Power,
1011319,Ken Ellis,"Former Daily Bugle and current DB! reporter Ken Ellis first made a splash during the public debut of Ben Reilly as the Scarlet Spider, providing the new costumed hero with his name following a pitched battle with Venom."
1009386,Khan,
1010893,Kid Colt,
1011397,Killer Shrike,
1011289,Killmonger,
1011116,Killraven,
1009388,King Bedlam,
1010842,King Cobra,
1009389,Kingpin,
1011308,Kinsey Walden,
1009508,Kitty Pryde,
1017476,Kitty Pryde (X-Men: Battle of the Atom),
1009390,Klaw,
1010818,Komodo (Melati Kusuma),
1011147,Korath,
1011080,Korg,
1011312,Korvac,
1013133,Krakoa,
1009391,Kraven the Hunter,
1011148,Kree,
1015017,Krista Starr,
1011178,Kronos,
1011029,Kulan Gath,
1013163,Kwannon,
1011058,Kylun,
1009392,La Nuit,
1011327,Lady Bullseye,
1009393,Lady Deathstrike,
1011014,Lady Mastermind,
1014977,Lady Ursula,
1014976,Lady Vermin,
1009394,Lake,
1009395,Landau,
1009397,Lava-Man,
1011100,Layla Miller,
1009398,Leader,
1011092,Leech,
1009399,Legion,
1011403,"Lei Kung, The Thunderer",
1009166,Lenny Balinger,
1011186,Leo (Zodiac),
1010340,Leopardon,
1011375,Leper Queen,
1014988,Lester,
1011421,Lethal Legion,
1010977,Lieutenant Marcus Stone,
1009401,Lifeguard,
1011408,Lightning Lords of Nepal,
1010450,Lightspeed,
1009236,Lila Cheney,
1009402,Lilandra,
1011074,Lilith,
1011257,Lily Hollister,
1010337,Lionheart,
1011444,Living Laser,
1010854,Living Lightning,
1011036,Living Mummy,
1011059,Living Tribunal,
1009403,Liz Osborn,
1009404,Lizard,
1010939,Lizard (Ultimate),
1011414,Loa,
1009405,Lockheed,
1009406,Lockjaw,
1010363,Logan,
1009407,Loki,
1017299,Loki (LEGO Marvel Super Heroes),
1010768,Loners,
1009408,Longshot,
1010940,Longshot (Ultimate),
1011145,Lord Hawal,
1014980,Lord Tyger,
1011283,Lords of Avalon,
1009260,Lorna Dane,
1009409,Luckman,
1011405,Lucky Pierre,
1010751,Lucy in the Sky,
1009215,Luke Cage,
1011200,Luminals,
1017854,Luna Snow (Luna Snow),
1010896,Lyja,
1011068,M (Monet St. Croix),
1011004,M.O.D.A.M.,
1011320,M.O.D.O.G.,
1010726,M.O.D.O.K.,
1017321,M.O.D.O.K. (Iron Man 3 - The Official Game),
1009418,Ma Gnuci,
1009314,Mac Gargan,
1010851,Mach IV,
1010805,Machine Man,
1009411,Mad Thinker,
1009412,Madame Hydra,
1010352,Madame Masque,
1010796,Madame Web (Julia Carpenter),
1010724,Maddog,
1009509,Madelyne Pryor,
1011205,Madripoor,
1009413,Madrox,
1011053,Maelstrom,
1011328,Maestro,
1010867,Magdalene,
1009414,Maggott,
1010942,Magik (Amanda Sefton),
1009415,Magik (Illyana Rasputin),
1011135,Maginty,
1009416,Magma (Amara Aquilla),
1009417,Magneto,
1010944,Magneto (Age of Apocalypse),
1010945,Magneto (House of M),
1010943,Magneto (Ultimate),
1017477,Magneto (X-Men: Battle of the Atom),
1010904,Magus (Adam Warlock),
1011364,Magus (Technarch),
1011085,Major Mapleleaf,
1010725,Makkari,
1009242,Malcolm Colcord,
1013479,Malekith,
1011229,Malice (Earth-161),
1009420,Man-Thing,
1010811,Man-Wolf,
1009421,Mandarin,
1011243,Mandrill,
1009422,Mandroid,
1009423,Manta,
1011026,Mantis,
1009424,Marauders,
1015018,Marcus Van Sciver,
1011335,Maria Hill,
1009735,Mariko Yashida,"Mariko Yashida was the daughter of Japanese crimelord Lord Shingen, leader of Clan Yashida, and one-time fiance of Wolverine."
1009425,Marrow,
1011173,Marten Broadcloak,
1011263,Martin Li,
1011350,Marvel Apes,
1009427,Marvel Boy,
1011002,Marvel Zombies,
1011495,Marvelman,
1011417,Marvex,
1009708,Mary Jane Watson,"Mary Jane Watson was the guiding light in Peter Parker's life, and their love had overcome countless obstacles."
1010993,Mary Jane Watson (House of M),"Mary Jane Watson always wanted to be an actress, but all the roles seemed to go to mutants, until her former high school friend, and world famous performer, Peter Parker asked her to play his love interest in his newest movie, upon the release of which made her America's sweetheart and one of the only human movies stars able to launch her own solo projects."
1011203,Mary Jane Watson (Ultimate),
1010869,Masked Marvel (Unrevealed),
1010367,Masque,
1010732,Master Chief,
1009433,Master Mold,
1009434,Mastermind,
1011279,Masters of Evil,
1010877,Mathemanic,
1009677,Matsu'o Tsurayaba,"Tsurayaba became leader of a faction of the ninja clan the Hand, finding himself at odds with his lover Kwannon who was an assassin for rival crimelord Nyoirin."
1009463,Matthew Murdock,
1010793,Mattie Franklin,
1009436,Mauler,
1010947,Maverick (Chris Bradley),
1009437,Maverick (Christoph Nord),
1011305,Maximus,
1009490,May Parker,
1009438,Medusa,
1011399,Meggan,
1009439,Meltdown,"When Tabitha Smith's mutant nature manifested at age 13, she ran away from her abusive home before eventually hooking up with the New Mutants and, subsequently, X-Force."
1011241,Menace,
1011099,Mentallo,
1011184,Mentor,
1009440,Mephisto,
1009441,Mephistopheles,
1010681,Mercury,
1009442,Mesmero,
1009443,Metal Master,
1010361,Meteorite,
1011340,MI: 13,
1009444,Micro/Macro,
1010690,Microbe,
1011134,Microchip,
1010871,Micromax,
1010891,Midnight (Earth-811),
1010924,Miek,
1009530,Mikhail Rasputin,
1011192,Millenium Guard,
1010894,Millie the Model,
1009445,Mimic,
1011204,Mindworm,
1013727,Miracleman,"Michael Moran has a superhuman alter ego. By saying the trigger word ""Kimota!"" Michael turns into Miracleman! But is the good of being Miracleman enough to outweigh the cost?"
1011424,Miss America,
1009446,Mister Fear,
1009447,Mister Sinister,
1017318,Mister Sinister (Deadpool),
1010948,Mister Sinister (House of M),
1011254,Mister Sinister (Ultimate),
1010682,Misty Knight,
1011220,Mockingbird,
1009410,Moira MacTaggert,
1010941,Moira MacTaggert (Ultimate),
1009448,Mojo,
1009449,Mole Man,
1011019,Molecule Man,
1010691,Molly Hayes,
1009541,Molly Von Richtofen,
1011370,Molten Man,
1010876,Mongoose,
1009450,Mongu (Unrevealed),
1010331,Monster Badoon,
1017814,Moon Girl (Lunella Layfayette),
1009452,Moon Knight,
1010949,Moon Knight (House of M),
1014998,Moon Knight (Ultimate),
1009451,Moondragon,
1010362,Moonstone,
1009454,Morbius,
1010902,Mordo,
1009455,Morg,
1013190,Morgan Le Fay,
1009623,Morgan Stark,
1011008,Morlocks,
1011088,Morlun,
1009456,Morph,
1009457,Mother Askani,
1009458,Mr. Bumpo,
1009459,Mr. Fantastic,
1010950,Mr. Fantastic (Ultimate),
1010900,Mr. Fish,
1009460,Mr. Fixit,
1010347,Mr. Hyde,
1010840,Mr. Immortal,
1014984,Mr. Meugniot,
1011244,Mr. Negative,
1009461,Mr. Payback,
1009462,Mr. X,
1017824,Ms. America (America Chavez),
1017577,Ms. Marvel (Kamala Khan),"A Muslim-American teenager growing up in Jersey City, Kamala Khan gained shape-shifting powers when Inhumanity spread over the Earth. A fan of super heroes, in particular Carol Danvers, Kamala took up Captain Marvel's former identity, becoming the new Ms. Marvel. This up and coming hero works to protect her community and understand her place in the world."
1011372,MS2,
1011210,Mulholland Black,
1011056,Multiple Man,
1010826,MVP,
1009464,Mysterio,
1010951,Mysterio (Daniel Berkhart),
1010952,Mysterio (Francis Klum),
1009465,Mystique,
1010953,Mystique (Age of Apocalypse),
1010954,Mystique (House of M),
1011129,Mystique (Ultimate),
1013483,Nakia (Nakia),
1009466,Namor,
1009468,Namora,
1009469,Namorita,
1014978,Naoko,
1009547,Natasha Romanoff,
1010365,Nebula,
1011302,Nehzno,
1011422,Nekra,
1011086,Nemesis,
1010831,Network,
1010815,New Goblin,
1011336,New Mutants,
1010683,New Warriors,
1011271,New X-Men,
1011269,Newton Destine,
1011303,Next Avengers,
1010685,Nextwave,
1009471,Nick Fury,
1017298,Nick Fury (LEGO Marvel Super Heroes),
1011007,Nick Fury (Ultimate),
1010746,Nico Minoru,
1010706,Nicolaos,
1011282,Night Nurse (Earth-9997),
1014057,Night Nurse (Linda Carter),
1010684,Night Thrasher,
1014063,Night Thrasher (Dwayne Taylor),
1009472,Nightcrawler,
1011337,Nightcrawler (Ultimate),
1010349,Nighthawk,
1009473,Nightmare,
1011124,Nightshade,
1011409,Nine-Fold Daughters of Xao,
1010797,Nitro,
1009474,Nocturne,
1009475,Nomad,
1011427,Nomad (Rikki Barnes),
1010955,Nomad (Steve Rogers),
1009325,Norman Osborn,
1010063,Norrin Radd,
1009476,Northstar,
1009477,Nova,
1010956,Nova (Frankie Raye),
1017078,Nova (Sam Alexander),"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad."
1016837,Nova (USM),"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force, which is channeled through his helmet. These powers include flight, enhanced durability, and the ability to absorb and release pulses of energy. However, Sam does not know the extent of his powers, let alone how they work.  

Enthusiastic and immature, Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. "
1010707,Nuke,
1009620,Obadiah Stane,
1009480,Odin,
1009481,Ogun,
1017840,Okoye,
1010882,Old Lace,
1017810,Old Man Logan (Earth-807128),
1014160,Omega (Michael Pointer),
1010757,Omega Flight,
1009482,Omega Red,
1011329,Omega Sentinel,
1011123,Omega the Unknown,
1009483,Onslaught,
1011255,Onslaught (Ultimate),
1009484,Oracle,
1011202,Ord,
1009485,Orphan,
1010957,Orphan-Maker,
1009479,Otto Octavius,
1014198,Outlaw (Inez Temple),
1011228,Outlaw Kid,
1010332,Overlord,
1011028,Owl,
1009488,Ozymandias,
1011150,Paibok,
1010873,Paladin,
1010708,Pandemic,
1011321,Paper Doll,
1010357,Patch,
1009492,Patriot,
1011351,Payback,
1017857,Peggy Carter (Captain Carter),
1014267,Penance (Monet St. Croix),
1009493,Penance (Robert Baldwin),
1009494,Pepper Potts,
1009495,Pestilence,
1011388,Pet Avengers,
1010779,Pete Wisdom,"Pete Wisdom is a former agent of the British intelligence agency Black Air, which was charged with the observation of, and interaction with, extranormal activity, and he was the agency's liaison with the British superhero group Excalibur, whom he eventually aided in exposing Black Air's subversive criminal activities."
1009491,Peter Parker,
1010734,Peter Quill,
1011021,Phalanx,
1011419,Phantom Reporter,
1017839,Phil Coulson (Phil Coulson),
1011369,Phil Sheldon,
1014318,Phoenix Force,
1011045,Photon,
1010741,Phyla-Vell,
1010886,Piledriver,
1010762,Pip,
1011179,Pixie,
1009498,Plazm,
1009499,Polaris,
1009501,Post,
1016840,Power Man (USM),"A former street kid whoâ€™s not quite used to the Super Hero world, Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However, he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend, Luke is the translator for Dannyâ€™s sometimes spacey, non-sequitur comments. Luke will always be the first to defend Peter from others, both as civilians and Super Heroes."
1010770,Power Pack,
1011151,Praxagora,
1011152,Preak,
1009502,Pretty Boy,
1011104,Pride,
1014989,Prima,
1011234,Prince of Orphans,
1010750,Princess Powerful,
1009503,Prism,
1011030,Prodigy,
1014434,Prodigy (David Alleyne),
1011153,Proemial Gods,
1011378,Professor Monster,
1009504,Professor X,
1010958,Professor X (Ultimate),
1009505,Proteus,
1010960,Proteus (House of M),
1010959,Proteus (Ultimate),
1009506,Proudstar,
1009507,Prowler,
1010961,Prowler (Rick Lawson),
1009511,Psycho-Man,
1009512,Psylocke,
1009510,PsyNapse,
1009513,Puck,
1010962,Puck (Zuzha Yu),
1010865,Puff Adder,
1011165,pug,
1009514,Puma,
1009515,Punisher,
1009517,Punisher (2099),
1017306,Punisher (Marvel: Avengers Alliance),
1009519,Puppet Master,
1011207,Purifiers,
1009520,Purple Man,
1009522,Pyro,
1014528,Quake (Daisy Johnson),
1009523,Quasar (Phyla-Vell),
1010778,Quasar (Wendell Vaughn),
1010334,Quasimodo,
1011191,Queen Noir,
1009387,Quentin Quire,
1009524,Quicksilver,
1010964,Quicksilver (Age of Apocalypse),
1010963,Quicksilver (Ultimate),
1009430,Rachel Grey,
1009526,Radioactive Man,
1011280,Rafael Vega,
1010817,Rage,
1009527,Raider,
1009528,Randall,
1011326,Randall Flagg,
1010767,Random,
1010838,Rattler,
1011154,Ravenous,
1010892,Rawhide Kid,
1009531,Raza,
1009532,Reaper,
1009533,Reavers,
1015000,Reavers (Ultimate),
1011249,Red 9,
1009534,Red Ghost,
1011238,Red Ghost (Ultimate),
1014666,Red Guardian (Alexei Shostakov),
1011360,Red Hulk,
1017099,Red Hulk (HAS),"US Army General Thunderbolt Ross used to a be a huge pain in Hulk's you know what! But as the saying goes, if you can't beat 'em, join 'em! He decided to supersize himself and join the team as Red! Just as cranky as before, Red still gives Hulk a hard time, but deep down he loves being a part of the Agents of S.M.A.S.H. - that, and his Gatling Laser Cannon. "
1011436,Red She-Hulk,
1011155,Red Shift,
1009535,Red Skull,
1010965,Red Skull (Albert Malik),
1010837,Red Wolf,
1011390,Redwing,
1011376,Reptil,
1011189,Retro Girl,
1011330,Revanche,
1009537,Rhino,
1009702,Rhodey,
1011401,Richard Fisk,
1009379,Rick Jones,
1015006,Rick Jones (Ultimate),
1011348,Ricochet,
1009542,Rictor,
1009543,Riptide,
1009544,Risque,
1009545,Robbie Robertson,
1010792,Robert Baldwin ,
1009235,Robin Chapel,
1010744,Rocket Raccoon,"A genetically-engineered alien with a knack for big guns and fast ships, Rocket serves as the backbone of the Guardians of the Galaxy!"
1017314,Rocket Raccoon (Marvel Heroes),
1010769,Rocket Racer,
1010692,Rockslide,
1009546,Rogue,
1010967,Rogue (Age of Apocalypse),
1017319,Rogue (Deadpool),
1010966,Rogue (Ultimate),
1017478,Rogue (X-Men: Battle of the Atom),
1010781,Roland Deschain,
1011398,Romulus,
1010344,Ronan,
1010710,Ronin,
1011117,Roughhouse,
1009549,Roulette,
1009595,Roxanne Simpson,
1009311,Rumiko Fujikawa,
1010747,Runaways,"The teens who became the Runaways found that some family secrets are bigger than others when they witnessed their parents, part of a cabal known as the Pride, murdering a young girl during a secret sacrificial ritual. "
1009551,Russian,
1009552,S.H.I.E.L.D.,
1009553,Sabra,"Ruth Bat-Seraph is an Israeli national who, along with her family, was taken to a special community by the Israeli government when her genetic mutation manifested."
1009554,Sabretooth,
1010969,Sabretooth (Age of Apocalypse),
1010970,Sabretooth (House of M),
1010968,Sabretooth (Ultimate),
1009555,Sage,
1011325,Salem's Seven (Ultimate),
1011126,Sally Floyd,
1011156,Salo,
1009558,Sandman,
1010711,Santa Claus,
1009559,Saracen (Muzzafar Lambert),
1009560,Sasquatch (Walter Langkowski),
1011035,Satana,
1009561,Sauron,
1011048,Scalphunter,
1010861,Scarecrow (Ebenezer Laughton),"Realizing the criminal potential of his abilities, Umberto stole a flock of trained birds from a fellow performer to assist him in his new costumed criminal guise as the Scarecrow."
1011197,Scarlet Spider (Ben Reilly),
1011426,Scarlet Spider (Kaine),
1009562,Scarlet Witch,
1010972,Scarlet Witch (Age of Apocalypse),
1017308,Scarlet Witch (Marvel Heroes),
1010971,Scarlet Witch (Ultimate),
1010790,Scorpion (Carmilla Black),"Carmilla Black is a genetically engineered human, created by Advanced Idea Mechanics (A.I.M.)."
1009563,Scorpion (Mac Gargan),
1011079,Scorpion (Ultimate),
1009565,Scourge,
1011230,Scrambler,"Korean national Kim Il Sung was the youngest member of the Marauders, the superhuman assassins responsible for massacring the underground mutant community known as the Morlocks."
1009566,Scream (Donna Diego),"Out of the five alien symbiotes that were forcefully extracted from Venom (while bonded with Eddie Brock) by the Life Foundation, Donna's is the only one still active today that is not bonded to Hybrid."
1011242,Screwball,"Trained in parkour, Screwball, fairly new to the New York City superhuman criminal community, specializes in recording he crimes and broadcasting them live over the internet."
1009581,Sebastian Shaw,Sebastian Shaw was invited to join the elite Hellfire Club and quickly worked his way into a position within the Inner Circle.
1011368,Secret Warriors,
1009568,Selene,"The long-standing Black Queen of the Hellfire Club's Inner Circle, Selene Gallio professes to have lived for several millennia, and to have been a foe of the ancient sorcerer, Kulan Gath."
1009569,Senator Kelly,
1009570,Sentinel,
1011323,Sentinels,
1009571,Sentry (Robert Reynolds),"Empowered by the enigmatic Professor's secret formula, high school student Robert Reynolds became a superhuman."
1011167,Ser Duncan,
1009572,Serpent Society,
1010345,Sersi,"Sersi is a member of the Eternals, a species diverted from humanity by experiments conducted by the Celestials one million years ago."
1009573,Shadow King,"One of the oldest and more powerful mutants ever, Amahl Farouk has been a threat to mankind at least for decades. He was the first evil mutant met by Charles Xavier, convincing him of the need of the X-Men."
1010973,Shadow King (Age of Apocalypse),
1009574,Shadowcat,
1010975,Shadowcat (Age of Apocalypse),Katherine Pryde lived in the suburbs of Illinois and kept her mutant abilities a secret.
1010974,Shadowcat (Ultimate),"After fourteen-year-old Kitty Pryde's mutant powers emerged, causing terrifying incidents where she uncontrollably phased out of the family apartment in to moving traffic andsewers, her mother Theresa contacted Professor Xavier."
1011406,Shadu the Shady,Shadu the Shady claimed to travel to many unseen magical lands and witnessed miracles he would duplicate at a club called the 53rd Card.
1009575,Shalla-bal,
1009576,Shaman,"Dr. Michael Twoyoungmen was a surgeon who found that modern science was insufficient to accomplish everything he wished to do, and so he turned to mysticism that his grandfather told him about."
1014979,Shane Yamada-Jones,
1009577,Shang-Chi,"Shang-Chi is the son of an internationally-renowned and powerful criminal mastermind whose childhood was a lonely one, full of constant training in rigorous mental and martial arts, with only limited contact with his parents."
1015001,Shang-Chi (Ultimate),
1009578,Shanna the She-Devil,"The only daughter of a wealthy diamond miner, Shanna grew up in the Zaire jungles, where, at age six, she witnessed her father’s accidental fatal shooting of her mother, starting a lifelong loathing of firearms."
1010712,Shape,"Often clashing with the heroes of the Squadron Supreme, the Shape was later subjected to the mind-altering behavior modification device used as part of the Squadron Supreme's ""Utopia Program."""
1009579,Shard,"Shard and her older brother Bishop were raised in the 21st Century, some eighty years into an alternate future, by their grandmother, in a timeline in which the X-Men were betrayed by one of their own and killed, causing a disaster that caused the government to place a stylized 'M' tattoo over the left eyes of all mutants."
1009228,Sharon Carter,
1010895,Sharon Ventura,
1009580,Shatterstar,"Shatterstar is Gaveedra Seven, the product of bio-engineering on an otherdimensional world, who was at one point merged with an Earth mutant named Benjamin Russell, the nature of whose genetic mutation remains unknown."
1017111,She-Hulk (HAS),"She-Hulk is the Hulk's action-loving cousin. She's unbelievably strong, pilots the group's heavily armed Jump Jet, and uses a pair of Gamma Gauntlets that give her fists an added energy wallop. As the most competitive member of the team, She-Hulk never backs down from a fight, arm-wrestling match, or burping contest!  "
1009583,She-Hulk (Jennifer Walters),"Seriously wounded, young lawyer Jennifer Walters was given a blood transfusion by her cousin Bruce Banner. Usually in better control of her powers and temper than the Hulk, She-Hulk has been a high profile New York lawyer as well as an upstanding member of both the Avengers and Fantastic Four."
1011392,She-Hulk (Lyra),
1017331,She-Hulk (Marvel War of Heroes),
1011393,She-Hulk (Ultimate),
1015035,Shen,
1011168,Sheva Callister,
1011093,Shi'Ar,
1011381,Shinko Yamashiro,
1009582,Shinobi Shaw,"Shinobi Shaw is the illegitimate son of Sebastian Shaw, who was rejected and abandoned by his father at an early age and grew tired of waiting to inherit his father's wealth and wearied of the elder Shaw's contempt for his decadent lifestyle."
1009584,Shiva,
1011394,Shiver Man,The Shiver Man is an undead bounty hunter who has worked with Nick Fury and Wolverine.
1009585,Shocker (Herman Schultz),"Herman Schultz is a career criminal who, after several prison terms for robbery, built a battle suit that sent out shock waves to quickly open safes as well as give him a significant advantage over the New York police."
1010858,Shockwave,"Lancaster Sneed was a secret agent working for the United Kingdom’s MI:6, but no one esteemed him as highly as himself, and despite his pride, he was wounded in an explosion on his first field assignment and forced to undergo a radical surgery that grafted metal plates and cybernetic systems to his body."
1010824,Shooting Star,
1009586,Shotgun,
1009587,Shriek,Shriek became a groupie for a rock band and a drug dealer on the side until the vigilantes Cloak and Dagger happened by during one of her deals.
1009588,Sif,Sif was born a second generation goddess of Asgard and eventually became Thor's lover.
1010848,Silhouette,"Silhouette Chord is a descendant of the Dragon's Breadth cult, which spent centuries trying to master the Well of All Things, a hidden interdimensional mystic energy breach in Cambodia."
1017815,Silk (Cindy Moon),
1010856,Silk Fever,
1010339,Silver Centurion,
1009589,Silver Fox,"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies."
1009590,Silver Sable,"Silver Sable trained her entire life, becoming a master of a wide variety of weapons and training in all forms of hand-to-hand combat in preparation for the day she would inherit leadership of the Wild Pack."
1009591,Silver Samurai,Keniuchio Harada is the mutant son of the former Japanese crimelord Shingen Harada.
1010976,Silver Samurai (Age of Apocalypse),"Silver Samurai was a mutant rebel in his homeland of Japan, where, alongside Sunfire, he stood as the last line of defense against the hordes of Apocalypse."
1009592,Silver Surfer,"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe."
1010864,Silverclaw,"When her father died, Lupe was taken in by the Church orphanage, despite their misgivings about her “ungodly” powers."
1009594,Silvermane,Silvio Manfredi has been a career criminal for most of his life.
1010898,Sin,
1011265,Sinister Six,
1014975,Sir Ram,
1010834,Siren (Earth-93060),Jennifer Pearson appeared on the Ultra hero scene as Siren after being held hostage by her fathers foe known as Mannequin.
1010745,Sister Grimm,
1011223,Skaar,"The Hulk fathered a son while on the planet Sakaar, but thought him killed while still in his mother's womb; he was wrong."
1017101,Skaar (HAS),"No one knows where Skaar, the savage sword-swinger, came from, but one thing is for sure...he's a Hulk. The intensity of Skaarâ€™s war cry ""Skaar Slash!"" is matched only by his ferocious appetite. Although he is a great asset in the fight against evil, Skaar is just as destructive at home as he is on the battlefield. "
1009598,Skin,"Angelo Espinosa, a founding member of Generation X, code-named ""Skin"" due to his mutant ability to extend and control his extra skin in any number of ways."
1011157,Skreet,"The Proemial God Aegis revealed that Skreet was a Chaos Mite, a race of very small and powerful beings, which were deemed unstable by the Cosmic Consonance."
1009599,Skrulls,
1015002,Skrulls (Ultimate),
1009600,Skullbuster (Cylla Markham),
1011057,Slapstick,"Steven Harmon's powers have been described as ""all of the abilities of a Saturday morning cartoon character."""
1011070,Slayback,"Ten years ago, Slayback was killed by Deadpool before returning from the dead to break into Department K, from which he stole the Weapon X Program files of Kane and Deadpool."
1009601,Sleeper,
1010761,Sleepwalker,Sleepwalkers are guardians of the Mindscape -- they apprehended beings that invade the sleeping minds of humans.
1009602,Slipstream,"Australian mutant siblings Heather and Davis Cameron were sent to live in Surfer's Paradise by their father in an effort to spare them from his life as Viceroy, godfather of Australian organized crime."
1010874,Slyde,"A scientist at Beemont Manufacturing, Jalome Beacher created a chemical that could be used to coat a surface and thereby eliminate all friction between it and any other object, which he used, after being downsized, to rob banks and his former employers."
1009603,Smasher (Vril Rokk),"Smasher is a member of the Imperial Guard, a multi-ethnic group of super-powered alien beings who act as enforcers of the laws of the Shi'ar Empire."
1010845,Smiling Tiger,
1009606,Snowbird,Narya's origins trace back to ancient times when the Eskimo Gods of the North battled the mystical Great Beasts for the fate of the world.
1010855,Solo (James Bourne),James Bourne was drafted to a top-secret special forces operation where he endured ten months of hard and brutal training to earn his place in the new counter-terrorist group Omega Strike.
1010693,Songbird,"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism."
1011373,Sons of the Tiger,
1009607,Spacker Dave,
1010705,Spectrum,
1010833,Speed,"Tommy Shepherd may be the son of the Scarlet Witch and the Vision, and thus the twin brother of Wiccan."
1011032,Speed Demon,"James Saunders, a disgruntled chemist tired of his job with the Hudson Pharmaceutical Company of West Caldwell, New Jersey, was contacted by the Grandmaster and offered superhuman powers in exchange for joining a team that would compete on his behalf."
1010694,Speedball (Robert Baldwin),
1009605,Spencer Smythe,
1011366,Sphinx (Anath-Na Mut),
1010727,Spider-dok,
1009157,Spider-Girl (Anya Corazon), 
1009609,Spider-Girl (May Parker),"May ""Mayday"" Parker is the daughter of Spider-Man and Mary Jane Watson-Parker. Born with all her fatherï¿½s powers-and the same silly sense of humor-sheï¿½s grown up to become one of Earthï¿½s most trusted heroes and a fitting tribute to her proud papa."
1017603,Spider-Gwen (Gwen Stacy),
1011347,Spider-Ham (Larval Earth),"As Spider-Ham Peter faced such nefarious foes as Ductor Doom, Bull-Frog, Raven the Hunter, Hogzilla, the Buzzard and the King-Pig!"
1011054,Spider-Man (1602),
1014873,Spider-Man (2099),
1016452,Spider-Man (Ai Apaec),
1014858,Spider-Man (Ben Reilly),
1012200,Spider-Man (House of M),"In the House of M universe, surrounded by his family, including his young son Richard and close friends, Peter Parker is the envy of the world and its most popular mutant; but lately, Peter has felt like something is wrong in his world."
1017332,Spider-Man (LEGO Marvel Super Heroes),
1011114,Spider-Man (Marvel Zombies),"Zombie Spider-Man ate his own wife and aunt, the only two people left in the world who truly loved him."
1017305,Spider-Man (Marvel: Avengers Alliance),
1016181,Spider-Man (Miles Morales),"Teenager Miles Morales grew up in Brooklyn, New York. Recently, Miles took on the controversial and pressured role of Spider-Man shortly after the death of the original. Morales made his debut against The Kangaroo, much to the surprise and disapproval of many present at the confrontation."
1012295,Spider-Man (Noir),
1009610,Spider-Man (Peter Parker),"Bitten by a radioactive spider, high school student Peter Parker gained the speed, strength and powers of a spider. Adopting the name Spider-Man, Peter hoped to start a career using his new abilities. Taught that with great power comes great responsibility, Spidey has vowed to use his powers to help people."
1011377,Spider-Man (Takuya Yamashiro),
1011010,Spider-Man (Ultimate),"Peter’s relatively normal life changed abruptly during a school trip to Osborn Industries, Inc, where the company had been working on a super soldier serum, the Oz Compound; a spider exposed to it escaped and bit Peter before it was destroyed."
1010795,Spider-Woman (Charlotte Witter),
1009608,Spider-Woman (Jessica Drew),"When young Jessica Drew suffered uranium poisoning in 1931, her father was forced to inject her with his untested spider serum and seal her in a genetic accelerator."
1010794,Spider-Woman (Mattie Franklin),"Mattie Franklin was granted her powers when, after overhearing a phone call between her father and Norman Osborn about the Gathering of the Five, she took her father's place during the Gathering and was endowed with the awesome powers that Norman Osborn had wanted for himself."
1009614,Spiral (Rita Wayword),"Spiral was created to be an agent of Mojo, the despotic leader of Mojo World, often used as his favored personal servant, executioner, and spy."
1011158,Spirit,Spirit is a member of the Luphomoid race and she is one of the few survivors of her planet's destruction.
1010899,Spitfire,"During World War II, Jacqueline Falsworth bravely served in Britain’s Home Guard."
1009616,Spot,"Jonathan Ohnn was working as a research scientist on behalf of Wilson Fisk, the Kingpin of Crime."
1011180,Sprite,Sprite is a mischievous Eternal who maintains a perpetual youthful appearance.
1009617,Spyke,
1014905,Squadron Sinister,
1010814,Squadron Supreme (Earth-712),
1010860,Squirrel Girl,"Escaping the taunts of her fellow school students regarding her physical mutation, Los-Angeles born Doreen Green fled into the nearby woods where she quickly discovered her affinity for squirrels."
1009618,Stacy X,
1015003,Stacy X (Ultimate),
1011307,Star Brand,
1010733,Star-Lord (Peter Quill),"Refusing to miss his opportunity, Peter Jason Quill stole a scoutship from Cape Canaveral, returned to Eve, and shot his way to the appointed spot, where his old rival Harrelson, NASA's choice to be Star-Lord, was awaiting selection, where Quill was transported away in his stead, and transformed into Star-Lord."
1009621,Starbolt,Starbolt is a member of the Shi'ar Imperial Guard.
1010764,Stardust,"As Herald for the world devourer, Galactus, Stardust found suitable worlds for her master to consume."
